route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
80,29021069,"Crolles, Le Coteau",1234567-MIHD36_ST6_0_HI2425,1,SEM_80_2,1,2
4,29551963,"Eybens, Le Verderet",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_C4_1,1,2
E,29835008,"Fontanil-Cornillon, Palluel",12345-MGHLV09_ST0_15_HI2425-MGHLV09_ST0_16_HI2425,1,SEM_E_5,1,2
1,29429398,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C1_6,1,2
E,29034022,"Fontanil-Cornillon, Palluel",12345-MGHLV02_ST0_10_HI2425,1,SEM_E_1,1,2
A,29270786,"Fontaine, La Poya",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_A_4,1,2
23,29457421,"Vizille, Le Péage",1234567-MFHD01_ST6_1_HI2425-MFHD09_ST6_0_HI2425,0,SEM_23_3,1,2
25,29845181,"Grenoble, Colonel Dumont",1234567-MAHS06_ST5_0_HI2425,1,SEM_25_2,1,2
15,29478559,"Grenoble, Verdun - Préfecture",12345-MAHLVI09_ST21_0_HI2425,1,SEM_15_4,1,2
12,29127443,"Grenoble, Gare Routière",12345-MIHLV09_ST0_5_HI2425-MIHLV11_ST0_0_HI2425,0,SEM_C12_2,1,2
15,28977897,"Domène, Les Arnauds",1234567-MAHD06_ST6_0_HI2425,0,SEM_15_3,1,2
24,29002146,"Grenoble, Verdun - Préfecture",12345-MAHLVI09_ST21_0_HI2425,0,SEM_24_1,1,2
E,29850462,"Fontanil-Cornillon, Palluel",1234567-MGHS12_ST5_4_HI2425,1,SEM_E_1,1,2
24,29002066,"Gières, Gières Gare - Chamandier",1234567-MAHS06_ST5_0_HI2425,1,SEM_24_2,1,2
1,29429394,"Meylan, Maupertuis",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C1_2,1,2
16,28826456,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425-MSHDF12_ST6_0_HI2425,1,SEM_16_6,1,2
7,29952488,"Seyssins, Comboire",12345-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C7_4,1,2
6-HI2425,29926871,"Seyssins, Le Prisme",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C6_1,1,2
2,29195028,"Claix, Pont Rouge",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,0,SEM_C2_2,1,2
A,29936411,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
48,29056478,"Claix, Pont Rouge",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425-MFHS13_ST5_0_HI2425,1,SEM_48_2,1,2
1,29982586,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C1_1,1,2
22,29645666,"Grenoble, Oxford",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_22_2,1,2
4,29740508,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C4_2,1,2
6-HI2425nav,30027702,"Eybens, Maisons Neuves",12345-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,,1,2
4,29552070,"Grenoble, Victor Hugo",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_C4_2,1,2
E,29034048,"Grenoble, Louise Michel",12345-MGHLV02_ST0_10_HI2425,0,SEM_E_2,1,2
B,29843005,"Grenoble, Oxford",12345-MGHLV10_ST0_17_HI2425,1,SEM_B_2,1,2
24,29846851,"Grenoble, Verdun - Préfecture",12345-MAHLV06_ST0_0_HI2425,0,SEM_24_1,1,2
4,29552710,"Grenoble, Victor Hugo",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_C4_2,1,2
17,29236816,"Grenoble, Verdun - Préfecture",12345-MAHLV06_ST0_0_HI2425,1,SEM_17_2,1,2
D,28879501,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,0,SEM_D_6,1,2
3,29643090,"Échirolles, Centre du graphisme",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_C3_2,1,2
A,29936390,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
5,29656347,"Grenoble, Palais de Justice - Gare",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C5_1,1,2
5,29693651,"Gières, Université - Biologie",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,1,SEM_C5_2,1,2
18,29444633,"Meylan, Lycée du Grésivaudan",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_18_4,1,2
17,29236770,"Corenc, Montfleury",12345-MAHLV06_ST0_0_HI2425,0,SEM_17_1,1,2
16,29772978,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_16_6,1,2
D,28879459,"Grenoble, Gares",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_D_5,1,2
B,28900518,"Grenoble, Oxford",1234567-MGHD02_ST6_1_HI2425-MGHD12_ST6_2_HI2425,1,SEM_B_2,1,2
20,29773870,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_20_1,1,2
D,29824603,"Grenoble, Gares",12345-MGHLV10_ST0_13_HI2425,1,SEM_D_5,1,2
A,29542836,"Fontaine, La Poya",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,1,SEM_A_4,1,2
8,29499200,"Gières, Université - Biologie",1234567-MSHSAH02_ST5_2_HI2425,0,SEM_C8_4,1,2
14,29088797,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_C14_4,1,2
5,29656214,"Gières, Université - Biologie",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_C5_2,1,2
2,29322861,"Claix, Pont Rouge",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C2_2,1,2
C,29751155,"Saint-Martin-d'Hères, Université - Condillac",1234567-MGHD02_ST6_1_HI2425-MGHD12_ST6_2_HI2425,0,SEM_C_1,1,2
15,29715377,"Grenoble, Verdun - Préfecture",12345-MAHLV06_ST0_0_HI2425,1,SEM_15_11,1,2
10,29615485,"Échirolles, Marie Curie",1234567-MFHS05_ST5_0_HI2425,0,SEM_C10_1,1,2
23,29926350,"Saint-Martin-d'Hères, Université - Bibliothèques",12345-MFHLV13_ST0_0_HI2425,1,,1,2
3,29740542,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,0,SEM_C3_1,1,2
E,29951316,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
A,29847034,"Fontaine, La Poya",12345-MEHLV10_ST0_3_HI2425,1,SEM_A_4,1,2
B,29028332,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
6-HI2425,29930420,"Seyssins, Le Prisme",1234567-MSHSAH12_ST5_0_HI2425,1,SEM_C6_1,1,2
C,29729649,"Seyssins, Le Prisme",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,1,SEM_C_2,1,2
46,29101190,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_46_5,1,2
24,29846831,"Gières, Gières Gare - Chamandier",12345-MAHLV06_ST0_0_HI2425,1,SEM_24_2,1,2
E,29839444,"Fontanil-Cornillon, Palluel",12345-MGHLV10_ST0_17_HI2425,1,SEM_E_1,1,2
7,29952816,"Saint-Martin-d'Hères, Henri Wallon",1234567-MEHD12_ST6_2_HI2425,0,SEM_C7_3,1,2
7,29747785,"Saint-Martin-d'Hères, Henri Wallon",1234567-MEHS02_ST5_1_HI2425,0,SEM_C7_1,1,2
C,28905824,"Seyssins, Le Prisme",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_C_2,1,2
C,29830825,"Seyssins, Le Prisme",12345-MGHLV09_ST0_15_HI2425,1,SEM_C_2,1,2
C,28905918,"Seyssins, Le Prisme",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_C_2,1,2
7,29952812,"Saint-Martin-d'Hères, Henri Wallon",1234567-MEHD12_ST6_2_HI2425,0,SEM_C7_1,1,2
15,29715299,"Grenoble, Verdun - Préfecture",12345-MAHLV06_ST0_0_HI2425,1,SEM_15_10,1,2
11,29982206,"Lumbin, Longs Prés",12345-MIHLV11_ST0_0_HI2425-MIHLV11_ST0_0_HI2425,1,SEM_C11_1,1,2
5,29983107,"Gières, Université - Biologie",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C5_2,1,2
4,29740580,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C4_2,1,2
18,29444613,"Poisat, Cimetière Intercommunal",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_18_3,1,2
65,28973197,"Grenoble, Grand'place",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425-MFHS13_ST5_0_HI2425,1,,1,2
E,29839464,"Grenoble, Louise Michel",12345-MGHLV10_ST0_17_HI2425,0,SEM_E_2,1,2
8,29782825,"Gières, Université - IUT-STAPS",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C8_4,1,2
5,29536503,"Gières, Université - Biologie",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_C5_2,1,2
E,29063212,"Grenoble, Louise Michel",1234567-MGHS02_ST5_3_HI2425,0,SEM_E_2,1,2
B,29028236,"Grenoble, Oxford",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,1,SEM_B_2,1,2
A,29847099,"Fontaine, La Poya",12345-MEHLV10_ST0_3_HI2425,1,SEM_A_4,1,2
4,29551994,"Grenoble, Victor Hugo",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_C4_2,1,2
3,29643131,"Grenoble, Victor Hugo",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C3_1,1,2
2,29191614,"Claix, Pont Rouge",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C2_2,1,2
20,29639261,"Veurey-Voroize, La Rive",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425-MSHDF12_ST6_0_HI2425,1,SEM_20_2,1,2
NAVA,29848207,"Le Pont-de-Claix, L'Etoile",12345-MEHLV10_ST0_3_HI2425,0,,1,2
8,30058813,"Grenoble, Victor Hugo - Belgrade",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C8_1,1,2
56,29776837,"Quaix-en-Chartreuse, La Cime de Mont-Quaix",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_56_1,1,2
D,29830168,"Grenoble, Gares",12345-MGHLV09_ST0_15_HI2425,1,SEM_D_5,1,2
1,29429446,"Meylan, Maupertuis",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C1_2,1,2
B,29843004,"Grenoble, Oxford",12345-MGHLV10_ST0_17_HI2425,1,SEM_B_2,1,2
5,29693638,"Gières, Université - Biologie",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,1,SEM_C5_2,1,2
8,30058859,"Gières, Université - IUT-STAPS",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C8_4,1,2
22,29658227,"Grenoble, Oxford",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_22_2,1,2
22,30072021,"Saint-Égrève, Saint Egrève Gare",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_22_1,1,2
C,29830738,"Seyssins, Le Prisme",12345-MGHLV09_ST0_15_HI2425,1,SEM_C_2,1,2
A,29847057,"Le Pont-de-Claix, L'Etoile",12345-MEHLV10_ST0_3_HI2425,0,SEM_A_3,1,2
8,29499290,"Grenoble, Victor Hugo - Belgrade",1234567-MSHSAH02_ST5_2_HI2425,1,SEM_C8_1,1,2
22,29645660,"Grenoble, Oxford",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_22_2,1,2
6-HI2425,29930430,"Seyssins, Le Prisme",1234567-MSHSAH12_ST5_0_HI2425,1,SEM_C6_3,1,2
A,29856914,"Le Pont-de-Claix, L'Etoile",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,0,SEM_A_3,1,2
5,29693606,"Grenoble, Palais de Justice - Gare",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C5_1,1,2
A,30018264,"Fontaine, La Poya",12345-MEHLV11_ST8_2_HI2425,1,SEM_A_4,1,2
20,29773881,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_20_1,1,2
4,29642927,"Eybens, Le Verderet",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C4_1,1,2
7,29952513,"Seyssins, Comboire",12345-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C7_2,1,2
A,29936401,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
6-HI2425nav,30027902,"Eybens, Maisons Neuves",1234567-MEHS12_ST5_1_HI2425,1,,1,2
C,29729890,"Saint-Martin-d'Hères, Université - Condillac",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_C_1,1,2
6-HI2425,29894972,"Seyssins, Le Prisme",1234567-MSHDF12_ST6_0_HI2425,1,SEM_C6_3,1,2
B,29843030,"Grenoble, Oxford",12345-MGHLV10_ST0_17_HI2425,1,SEM_B_2,1,2
A,28908338,"Fontaine, La Poya",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_A_4,1,2
6-HI2425,29894886,"Seyssins, Le Prisme",1234567-MSHDF12_ST6_0_HI2425,1,SEM_C6_3,1,2
A,29847276,"Le Pont-de-Claix, L'Etoile",12345-MEHLV10_ST0_3_HI2425,0,SEM_A_3,1,2
6-HI2425nav,30027825,"Grenoble, Grand'place",1234567-MEHS12_ST5_1_HI2425,0,,1,2
A,30018587,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
7,29952857,"Seyssins, Comboire",1234567-MEHD12_ST6_2_HI2425,1,SEM_C7_2,1,2
65,28973155,"Vizille, Le Péage",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_65_6,1,2
80,29718466,"Crolles, Le Brocey",12345-MIHLV11_ST0_0_HI2425,1,SEM_80_2,1,2
C,29751209,"Seyssins, Le Prisme",1234567-MGHD02_ST6_1_HI2425-MGHD12_ST6_2_HI2425,1,SEM_C_2,1,2
80,29718540,"Grenoble, Verdun - Préfecture",12345-MIHLV11_ST0_0_HI2425,0,SEM_80_1,1,2
5,29656244,"Grenoble, Palais de Justice - Gare",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C5_1,1,2
B,29842925,"Grenoble, Oxford",12345-MGHLV10_ST0_17_HI2425,1,SEM_B_2,1,2
7,29750596,"Saint-Martin-d'Hères, Henri Wallon",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHW11_ST11_1_HI2425,0,SEM_C7_3,1,2
5,29656291,"Gières, Université - Biologie",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_C5_2,1,2
4,29643154,"Eybens, Le Verderet",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C4_1,1,2
B,29337585,"Grenoble, Oxford",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_B_2,1,2
2,29322685,"Claix, Pont Rouge",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C2_2,1,2
49,29178916,"Seyssins, Le Prisme",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_49_4,1,2
E,29273170,"Fontanil-Cornillon, Palluel",12345-MGHLV10_ST0_13_HI2425,1,SEM_E_1,1,2
8,29772425,"Grenoble, Victor Hugo - Belgrade",1234567-MSHDF02_ST6_4_HI2425,1,SEM_C8_1,1,2
A,29542666,"Fontaine, La Poya",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,1,SEM_A_4,1,2
A,30018240,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
2,29322887,"Claix, Pont Rouge",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C2_2,1,2
88,29109951,"Saint-Martin-d'Uriage, Saint-Martin-d'Uriage Mairie",12345-MIHLV09_ST0_5_HI2425,0,SEM_88_2,1,2
40,29266394,"Grenoble, Le Rabot",123456*-MFHLV10_ST21_7_HI2425,0,SEM_40_1,1,2
23,29926411,"Vizille, Le Péage",12345-MFHLV13_ST0_0_HI2425,0,,1,2
A,29856764,"Le Pont-de-Claix, L'Etoile",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,0,SEM_A_3,1,2
2,29195094,"Grenoble, Louise Michel",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_C2_1,1,2
A,29270790,"Fontaine, La Poya",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_A_4,1,2
A,30018477,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
24,29002034,"Grenoble, Verdun - Préfecture",1234567-MAHS06_ST5_0_HI2425,0,SEM_24_1,1,2
1,28952028,"Meylan, Maupertuis",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,0,SEM_C1_2,1,2
E,29951254,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
B,29337470,"Gières, Plaine des Sports",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,0,SEM_B_1,1,2
A,30018250,"Grenoble, Grand'place",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_1,1,2
B,29028421,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
E,29839571,"Grenoble, Louise Michel",12345-MGHLV10_ST0_17_HI2425,0,SEM_E_2,1,2
A,29542847,"Fontaine, La Poya",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,1,SEM_A_4,1,2
A,30018379,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
8,29782904,"Grenoble, Victor Hugo - Belgrade",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_C8_1,1,2
A,28908468,"Fontaine, La Poya",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_A_4,1,2
5,29308583,"Grenoble, Palais de Justice - Gare",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425-MSHDF12_ST6_0_HI2425,0,SEM_C5_1,1,2
B,29028357,"Grenoble, Oxford",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,1,SEM_B_2,1,2
6-HI2425,29930310,"Seyssins, Le Prisme",1234567-MSHSAH12_ST5_0_HI2425,1,SEM_C6_1,1,2
42,29056659,"Meylan, La Détourbe",1234567-MFHD01_ST6_1_HI2425-MFHD09_ST6_0_HI2425-MFHD13_ST6_0_HI2425,1,SEM_42_1,1,2
23,29926311,"Saint-Martin-d'Hères, Université - Bibliothèques",1234567-MFHD13_ST6_0_HI2425,1,,1,2
70,29263152,"Champ-sur-Drac, La Melle",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,,1,2
8,30058210,"Grenoble, Victor Hugo - Belgrade",1234567-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_C8_1,1,2
19,29658017,"Seyssins, Garlettes",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_19_1,1,2
47,29121017,"Claix, Val d'Allières",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_47_1,1,2
E,29951531,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
17,29236771,"Corenc, Montfleury",12345-MAHLV06_ST0_0_HI2425,0,SEM_17_1,1,2
44,29608538,"Miribel-Lanchâtre, Le Vernay",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,SEM_44_4,1,2
56,29776845,"Grenoble, Casamaures - Village",**3**-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_56_2,1,2
18,29444640,"Meylan, Lycée du Grésivaudan",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_18_4,1,2
C,29835659,"Saint-Martin-d'Hères, Université - Condillac",12345-MGHLV10_ST0_17_HI2425,0,SEM_C_1,1,2
C,29069910,"Seyssins, Le Prisme",12345-MGHLV10_ST0_13_HI2425,1,SEM_C_2,1,2
B,29028195,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
A,28908368,"Le Pont-de-Claix, L'Etoile",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_A_3,1,2
5,29693598,"Gières, Université - Biologie",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,1,SEM_C5_2,1,2
6-HI2425,29930345,"Grenoble, Oxford",1234567-MSHSAH12_ST5_0_HI2425,0,SEM_C6_4,1,2
23,29637118,"Vizille, Le Péage",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,0,SEM_23_1,1,2
1,29982642,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C1_4,1,2
6-HI2425nav,30028291,"Eybens, Maisons Neuves",1234567-MEHD12_ST6_2_HI2425,1,,1,2
8,29782832,"Grenoble, Victor Hugo - Belgrade",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_C8_1,1,2
20,29773865,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_20_1,1,2
E,29063995,"Fontanil-Cornillon, Palluel",1234567-MGHD02_ST6_1_HI2425,1,SEM_E_1,1,2
D,29846345,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV10_ST0_17_HI2425,0,SEM_D_6,1,2
85,29021432,"La Tronche, Grand Sablon",1234567-MIHD36_ST6_0_HI2425,1,SEM_85_2,1,2
D,28887759,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHD02_ST6_1_HI2425-MGHD12_ST6_2_HI2425,0,SEM_D_6,1,2
13,29987440,"Vizille, Chantefeuille",12345-MIHLV11_ST0_0_HI2425,0,SEM_C13_2,1,2
C,29729745,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_C_1,1,2
3,29642871,"Grenoble, Victor Hugo",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C3_1,1,2
23,29457388,"Saint-Martin-d'Hères, Université - Condillac",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425,1,SEM_23_2,1,2
