route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
D,28879516,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,0,SEM_D_6,1,2
20,29613512,"Veurey-Voroize, La Rive",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_20_2,1,2
E,29951381,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
3,29740329,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,0,SEM_C3_1,1,2
2,29322851,"Claix, Pont Rouge",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C2_2,1,2
E,29839824,"Gières, Plaine des Sports",12345-MGHLV10_ST0_17_HI2425,0,SEM_E_3,1,2
E,29951357,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
44,29608547,"Miribel-Lanchâtre, Le Vernay",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,SEM_44_4,1,2
24,29846819,"Gières, Gières Gare - Chamandier",12345-MAHLV06_ST0_0_HI2425,1,SEM_24_2,1,2
13,29130965,"Grenoble, Gare Routière",1234567-MIHD36_ST6_0_HI2425,1,SEM_C13_1,1,2
3,29740464,"Échirolles, Centre du graphisme",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C3_2,1,2
5,29983223,"Grenoble, Palais de Justice - Gare",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C5_1,1,2
E,29063078,"Grenoble, Louise Michel",1234567-MGHS02_ST5_3_HI2425,0,SEM_E_2,1,2
7,29750588,"Saint-Martin-d'Hères, Henri Wallon",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHW11_ST11_1_HI2425,0,SEM_C7_3,1,2
A,29936393,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
10,29869176,"Échirolles, Marie Curie",1234567-MFHS12_ST5_0_HI2425-MFHS13_ST5_0_HI2425,0,SEM_C10_1,1,2
B,29843387,"La Tronche, Grand Sablon",12345-MGHLV10_ST0_17_HI2425,0,SEM_B_1,1,2
42,29056661,"Meylan, La Détourbe",1234567-MFHD01_ST6_1_HI2425-MFHD09_ST6_0_HI2425-MFHD13_ST6_0_HI2425,1,SEM_42_1,1,2
18,29395295,"Poisat, Cimetière Intercommunal",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,0,SEM_18_3,1,2
6-HI2425,29926827,"Seyssins, Le Prisme",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C6_1,1,2
NAVE,29252602,"Grenoble, Louise Michel",12345-MGHLV09_ST0_15_HI2425-MGHLV09_ST0_16_HI2425,0,,1,2
C,29069889,"Seyssins, Le Prisme",12345-MGHLV10_ST0_13_HI2425,1,SEM_C_2,1,2
11,29982188,"Lumbin, Longs Prés",12345-MIHLV11_ST0_0_HI2425,1,SEM_C11_1,1,2
3,29552638,"Échirolles, Centre du graphisme",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_C3_2,1,2
6-HI2425nav,30028247,"Eybens, Maisons Neuves",1234567-MEHD12_ST6_2_HI2425,1,,1,2
66,29056265,"Échirolles, La Rampe - Centre-Ville",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,0,,1,2
22,29639405,"Grenoble, Oxford",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425-MSHDF12_ST6_0_HI2425,1,SEM_22_2,1,2
4,29552120,"Eybens, Le Verderet",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_C4_1,1,2
10,29615487,"Échirolles, Marie Curie",1234567-MFHS05_ST5_0_HI2425,0,SEM_C10_1,1,2
A,29936430,"Fontaine, La Poya",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,1,SEM_A_4,1,2
1,29001017,"Meylan, Maupertuis",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C1_2,1,2
8,30046044,"Grenoble, Victor Hugo - Belgrade",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,1,SEM_C8_1,1,2
B,29337523,"Grenoble, Oxford",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_B_2,1,2
17,29710720,"Corenc, Montfleury",1234567-MAHS06_ST5_0_HI2425,0,SEM_17_1,1,2
A,29847249,"Fontaine, La Poya",12345-MEHLV10_ST0_3_HI2425,1,SEM_A_4,1,2
2,29191729,"Grenoble, Louise Michel",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C2_1,1,2
46,29101174,"Varces-Allières-et-Risset, Rond-Point de l'Europe",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_46_6,1,2
B,29829555,"Gières, Plaine des Sports",12345-MGHLV09_ST0_15_HI2425,0,SEM_B_1,1,2
E,29273269,"Fontanil-Cornillon, Palluel",12345-MGHLV10_ST0_13_HI2425,1,SEM_E_1,1,2
3,29552643,"Échirolles, Centre du graphisme",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_C3_2,1,2
A,29936346,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
13,29360889,"Voreppe, Voreppe Gare",12345-MIHLV09_ST0_5_HI2425,1,SEM_C13_1,1,2
3,29643057,"Échirolles, Centre du graphisme",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_C3_2,1,2
15,29478489,"Grenoble, Verdun - Préfecture",12345-MAHLVI09_ST21_0_HI2425,1,SEM_15_11,1,2
1,29982507,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C1_6,1,2
8,29772401,"Grenoble, Victor Hugo - Belgrade",1234567-MSHDF02_ST6_4_HI2425,1,SEM_C8_1,1,2
8,29772340,"Gières, Université - Biologie",1234567-MSHDF02_ST6_4_HI2425,0,SEM_C8_4,1,2
5,29983285,"Grenoble, Palais de Justice - Gare",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C5_1,1,2
A,29936137,"Le Pont-de-Claix, L'Etoile",12345-MEHLV12_ST8_2_HI2425-MEHW12_ST11_2_HI2425,0,SEM_A_3,1,2
7,29975124,"Seyssins, Comboire",1234567-MEHS12_ST5_1_HI2425,1,SEM_C7_2,1,2
B,29843041,"Gières, Plaine des Sports",12345-MGHLV10_ST0_17_HI2425,0,SEM_B_1,1,2
7,29750636,"Échirolles, Comboire",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHW11_ST11_1_HI2425,1,SEM_C7_2,1,2
A,28908339,"Fontaine, La Poya",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_A_4,1,2
A,28908442,"Grenoble, Grand'place",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_A_1,1,2
6-HI2425,28793323,"Grenoble, Oxford",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425,0,SEM_C6_4,1,2
42,29178785,"La Tronche, Grand Sablon",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_42_4,1,2
50,29056415,"Fontaine, La Poya",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,0,SEM_50_2,1,2
1,29429454,"Meylan, Maupertuis",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C1_2,1,2
10,29179291,"Échirolles, Marie Curie",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,0,SEM_C10_1,1,2
A,29542812,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,0,SEM_A_3,1,2
C,29835516,"Seyssins, Le Prisme",12345-MGHLV10_ST0_17_HI2425,1,SEM_C_2,1,2
16,29189037,"Saint-Martin-d'Hères, Les Alloves",123456*-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_16_5,1,2
4,29740577,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C4_2,1,2
C,29729778,"Seyssins, Le Prisme",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,1,SEM_C_2,1,2
A,29270734,"Fontaine, La Poya",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_A_4,1,2
6-HI2425,29930378,"Grenoble, Oxford",1234567-MSHSAH12_ST5_0_HI2425,0,SEM_C6_2,1,2
8,30046003,"Gières, Université - IUT-STAPS",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C8_4,1,2
A,29542797,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,0,SEM_A_3,1,2
19,29651581,"Seyssins, Garlettes",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_19_1,1,2
1,29000871,"Grenoble, Cité Jean Macé",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,1,SEM_C1_4,1,2
6-HI2425nav,30027862,"Eybens, Maisons Neuves",1234567-MEHS12_ST5_1_HI2425,1,,1,2
3,29642899,"Grenoble, Victor Hugo",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C3_1,1,2
8,29772363,"Gières, Université - Biologie",1234567-MSHDF02_ST6_4_HI2425,0,SEM_C8_4,1,2
1,29429409,"Grenoble, Cité Jean Macé",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,1,SEM_C1_4,1,2
1,29000936,"Meylan, Maupertuis",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C1_2,1,2
A,29856678,"Fontaine, La Poya",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,1,SEM_A_4,1,2
2,29195032,"Claix, Pont Rouge",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,0,SEM_C2_2,1,2
NAVA,29848212,"Le Pont-de-Claix, L'Etoile",12345-MEHLV10_ST0_3_HI2425,0,,1,2
3,29552042,"Échirolles, Centre du graphisme",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,1,SEM_C3_2,1,2
21,29076579,"Claix, Pont Rouge",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425-MFHS13_ST5_0_HI2425,0,SEM_21_1,1,2
14,29088986,"Grenoble, Gares",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,SEM_C14_6,1,2
5,29693707,"Grenoble, Palais de Justice - Gare",12345-MSHLVH11_ST8_1_HI2425-MSHLW11_ST11_1_HI2425,0,SEM_C5_1,1,2
11,29623209,"Lumbin, Longs Prés",12345-MIHLV09_ST0_5_HI2425,1,SEM_C11_1,1,2
A,29542890,"Fontaine, La Poya",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,1,SEM_A_4,1,2
6-HI2425nav,30027653,"Grenoble, Grand'place",12345-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,0,,1,2
7,29952825,"Saint-Martin-d'Hères, Henri Wallon",1234567-MEHD12_ST6_2_HI2425,0,SEM_C7_1,1,2
E,29033898,"Grenoble, Louise Michel",12345-MGHLV02_ST0_10_HI2425,0,SEM_E_2,1,2
59,29631849,"Gières, Le Chamandier",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_59_2,1,2
4,29643163,"Eybens, Le Verderet",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C4_1,1,2
60,29179064,"Saint-Égrève, Muret",**3**-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,SEM_60_1,1,2
61,29179077,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Village",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_61_4,1,2
1,29000908,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C1_6,1,2
17,29236651,"Grenoble, Verdun - Préfecture",12345-MAHLVI09_ST21_0_HI2425,1,SEM_17_2,1,2
41,29407209,"La Tronche, Grand Sablon",12345-MFHLV05_ST0_0_HI2425,1,SEM_41_2,1,2
18,29395347,"Meylan, Lycée du Grésivaudan",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_18_4,1,2
90,29491655,"Gières, Gières Gare - Université",12345-MIHLV09_ST0_5_HI2425-MIHLV11_ST0_0_HI2425,0,SEM_90_1,1,2
23,29926393,"Saint-Martin-d'Hères, Université - Bibliothèques",12345-MFHLV13_ST0_0_HI2425,1,,1,2
E,29834915,"Grenoble, Louise Michel",12345-MGHLV09_ST0_15_HI2425-MGHLV09_ST0_16_HI2425,0,SEM_E_2,1,2
17,29710669,"Grenoble, Verdun - Préfecture",1234567-MAHS06_ST5_0_HI2425,1,SEM_17_2,1,2
B,29843054,"Gières, Plaine des Sports",12345-MGHLV10_ST0_17_HI2425,0,SEM_B_1,1,2
B,29028466,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
C,29830760,"Saint-Martin-d'Hères, Université - Condillac",12345-MGHLV09_ST0_15_HI2425,0,SEM_C_1,1,2
E,29839450,"Fontanil-Cornillon, Palluel",12345-MGHLV10_ST0_17_HI2425,1,SEM_E_1,1,2
C,28905982,"Saint-Martin-d'Hères, Université - Condillac",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,0,SEM_C_1,1,2
E,29951554,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
10,29179286,"Bernin, Cloyères",12345-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,SEM_C10_2,1,2
4,29643172,"Grenoble, Victor Hugo",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_C4_2,1,2
4,29551968,"Eybens, Le Verderet",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_C4_1,1,2
D,28900365,"Grenoble, Gares",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,1,SEM_D_5,1,2
80,29718542,"Grenoble, Verdun - Préfecture",12345-MIHLV11_ST0_0_HI2425,0,SEM_80_1,1,2
6-HI2425,28793376,"Grenoble, Oxford",1234567-MSHDF02_ST6_4_HI2425-MSHDF11_ST6_0_HI2425,0,SEM_C6_4,1,2
C,28905828,"Seyssins, Le Prisme",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_C_2,1,2
3,29740240,"Échirolles, Centre du graphisme",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C3_2,1,2
19,29651508,"Seyssins, Garlettes",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_19_1,1,2
16,29189002,"Saint-Martin-d'Hères, Les Alloves",123456*-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_16_5,1,2
A,29856928,"Fontaine, La Poya",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,1,SEM_A_4,1,2
B,29150401,"Gières, Plaine des Sports",12345-MGHLV10_ST0_13_HI2425,0,SEM_B_1,1,2
5,29983095,"Grenoble, Palais de Justice - Gare",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C5_1,1,2
B,29843105,"Grenoble, Oxford",12345-MGHLV10_ST0_17_HI2425,1,SEM_B_2,1,2
E,29034093,"Fontanil-Cornillon, Palluel",12345-MGHLV02_ST0_10_HI2425,1,SEM_E_5,1,2
E,29951440,"Fontanil-Cornillon, Palluel",12345-MGHLV12_ST0_1_HI2425,1,SEM_E_1,1,2
A,30018372,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
17,29236653,"Grenoble, Verdun - Préfecture",12345-MAHLVI09_ST21_0_HI2425,1,SEM_17_2,1,2
E,29273542,"Gières, Plaine des Sports",12345-MGHLV10_ST0_13_HI2425,0,SEM_E_3,1,2
2,29195035,"Claix, Pont Rouge",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,0,SEM_C2_2,1,2
C,28905902,"Seyssins, Le Prisme",1234567-MGHS02_ST5_3_HI2425-MGHS12_ST5_4_HI2425,1,SEM_C_2,1,2
E,29839473,"Grenoble, Louise Michel",12345-MGHLV10_ST0_17_HI2425,0,SEM_E_2,1,2
3,29552646,"Échirolles, Centre du graphisme",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,1,SEM_C3_2,1,2
A,29542778,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,0,SEM_A_3,1,2
10,29976191,"Bernin, Cloyères",12345-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,1,SEM_C10_2,1,2
E,29273493,"Fontanil-Cornillon, Palluel",12345-MGHLV10_ST0_13_HI2425,1,SEM_E_1,1,2
4,29740427,"Eybens, Le Verderet",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,0,SEM_C4_1,1,2
C,29835521,"Seyssins, Le Prisme",12345-MGHLV10_ST0_17_HI2425,1,SEM_C_2,1,2
6-HI2425,29926814,"Grenoble, Oxford",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C6_2,1,2
10,29615500,"Bernin, Cloyères",1234567-MFHS05_ST5_0_HI2425,1,SEM_C10_2,1,2
C,29835523,"Seyssins, Le Prisme",12345-MGHLV10_ST0_17_HI2425,1,SEM_C_2,1,2
7,29750692,"Échirolles, Comboire",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHW11_ST11_1_HI2425,1,SEM_C7_2,1,2
4,29740556,"Grenoble, Victor Hugo",12345-MEHLV11_ST8_1_HI2425-MEHLV11_ST8_2_HI2425-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C4_2,1,2
80,29718453,"Crolles, Le Brocey",12345-MIHLV11_ST0_0_HI2425,1,SEM_80_2,1,2
A,29270652,"Le Pont-de-Claix, L'Etoile",1234567-MEHD02_ST6_1_HI2425-MEHD12_ST6_2_HI2425,0,SEM_A_3,1,2
66,29275656,"Échirolles, La Rampe - Centre-Ville",12345-MFHLV05_ST0_0_HI2425-MFHLV12_ST0_0_HI2425-MFHLV13_ST0_0_HI2425,0,,1,2
A,30018272,"Fontaine, La Poya",12345-MEHLV11_ST8_2_HI2425,1,SEM_A_4,1,2
3,29642913,"Échirolles, Centre du graphisme",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_C3_2,1,2
3,29551938,"Grenoble, Victor Hugo",1234567-MEHS02_ST5_1_HI2425-MEHS12_ST5_1_HI2425,0,SEM_C3_1,1,2
4,29643197,"Eybens, Le Verderet",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C4_1,1,2
A,30018484,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
1,28951984,"Grenoble, Cité Jean Macé",1234567-MSHSAH02_ST5_2_HI2425-MSHSAH11_ST5_0_HI2425-MSHSAH12_ST5_0_HI2425,1,SEM_C1_4,1,2
E,29034030,"Grenoble, Louise Michel",12345-MGHLV02_ST0_10_HI2425,0,SEM_E_2,1,2
8,30054224,"Gières, Université - Biologie",1234567-MSHDF11_ST6_0_HI2425-MSHDF12_ST6_0_HI2425,0,SEM_C8_4,1,2
23,29457404,"Vizille, Le Péage",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425,0,SEM_23_1,1,2
A,29856908,"Le Pont-de-Claix, L'Etoile",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,0,SEM_A_3,1,2
80,29021012,"Grenoble, Verdun - Préfecture",1234567-MIHS48_ST5_1_HI2425,0,SEM_80_1,1,2
4,29643183,"Grenoble, Victor Hugo",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,1,SEM_C4_2,1,2
42,29056648,"La Tronche, Grand Sablon",1234567-MFHD01_ST6_1_HI2425-MFHD09_ST6_0_HI2425-MFHD13_ST6_0_HI2425,0,SEM_42_2,1,2
10,29615504,"Bernin, Cloyères",1234567-MFHS05_ST5_0_HI2425,1,SEM_C10_2,1,2
C,29069875,"Saint-Martin-d'Hères, Université - Condillac",12345-MGHLV10_ST0_13_HI2425,0,SEM_C_1,1,2
A,29856996,"Fontaine, La Poya",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425,1,SEM_A_4,1,2
C,29729722,"Saint-Martin-d'Hères, Université - Condillac",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_C_1,1,2
2,29322687,"Claix, Pont Rouge",12345-MSILV09_ST21_0_HI2425-MSILV10_ST21_0_HI2425,0,SEM_C2_2,1,2
59,29477401,"Venon, Le Chapon",1234567-MFHS05_ST5_0_HI2425-MFHS12_ST5_0_HI2425-MFHS13_ST5_0_HI2425,0,SEM_59_1,1,2
15,28977867,"Domène, Chenevières",1234567-MAHS06_ST5_0_HI2425,0,SEM_15_13,1,2
A,29847259,"Le Pont-de-Claix, L'Etoile",12345-MEHLV10_ST0_3_HI2425,0,SEM_A_3,1,2
B,29028319,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
7,29952531,"Seyssins, Comboire",12345-MEHLV12_ST8_2_HI2425-MEHLV12_ST8_3_HI2425-MEHW12_ST11_2_HI2425-MEHW12_ST11_3_HI2425,1,SEM_C7_4,1,2
41,29263179,"La Tronche, Grand Sablon",123456*-MFHLV09_ST21_8_HI2425-MFHLV10_ST21_7_HI2425,1,SEM_41_2,1,2
2,29191796,"Grenoble, Louise Michel",12345-MSHLVH11_ST8_1_HI2425-MSHLVH12_ST8_2_HI2425-MSHLW11_ST11_1_HI2425-MSHLW12_ST11_2_HI2425,1,SEM_C2_1,1,2
A,29542802,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,0,SEM_A_3,1,2
84,29183005,"Le Touvet, Grandes Terres",1234567-MIHD36_ST6_0_HI2425,0,SEM_84_2,1,2
B,29028196,"Gières, Plaine des Sports",12345-MGHLV02_ST0_10_HI2425-MGHLV09_ST0_16_HI2425-MGHLV12_ST0_1_HI2425,0,SEM_B_1,1,2
80,29718500,"Saint-Nazaire-les-Eymes, Le Mémorial",12*45-MIHLV11_ST0_0_HI2425,1,SEM_80_2,1,2
80,29109884,"Grenoble, Verdun - Préfecture",12345-MIHLV09_ST0_5_HI2425,0,SEM_80_1,1,2
A,30018417,"Le Pont-de-Claix, L'Etoile",12345-MEHLV11_ST8_2_HI2425,0,SEM_A_3,1,2
B,29150355,"Grenoble, Oxford",12345-MGHLV10_ST0_13_HI2425,1,SEM_B_2,1,2
E,29951322,"Grenoble, Louise Michel",12345-MGHLV12_ST0_1_HI2425,0,SEM_E_2,1,2
A,29542842,"Fontaine, La Poya",12345-MEHLV11_ST8_1_HI2425-MEHLV12_ST8_3_HI2425-MEHW11_ST11_1_HI2425-MEHW12_ST11_3_HI2425,1,SEM_A_4,1,2
A,30018336,"Fontaine, La Poya",12345-MEHLV11_ST8_2_HI2425,1,SEM_A_4,1,2
4,29643040,"Eybens, Le Verderet",12345-MEHLV09_ST0_2_HI2425-MEHLV10_ST0_2_HI2425-MEHLV10_ST0_3_HI2425,0,SEM_C4_1,1,2
8,30058717,"Gières, Université - IUT-STAPS",12345-MSHLVH12_ST8_2_HI2425-MSHLW12_ST11_2_HI2425,0,SEM_C8_4,1,2
E,29834852,"Grenoble, Estacade Condorcet",12345-MGHLV09_ST0_15_HI2425-MGHLV09_ST0_16_HI2425,1,SEM_E_5,1,2
